Date,Close,High,Low,Open,Volume
2023-01-03,261.1134948730469,266.7113056415056,258.79340155342857,265.23039885823334,42335300
2023-01-04,262.357421875,264.0456772094719,259.1882899665796,263.2459900001427,47754900
2023-01-05,258.2503967285156,260.84692490058444,257.9344928310436,260.6791056627285,45396700
2023-01-06,265.37841796875,266.5039213080454,257.0261142100647,259.99780939588175,54659700
2023-01-09,267.0963439941406,271.7858819327096,266.48424070492416,267.38263093321007,45568700
2023-01-10,269.357177734375,269.46579322928454,265.54632551297703,266.05969567047043,35247800
2023-01-11,274.01708984375,274.1257053351008,269.6434859726081,270.4333209534019,44077000
2023-01-12,275.49798583984375,276.5346385626715,270.25557875795414,274.57983095637667,60600000
2023-01-13,277.39361572265625,277.6404335453041,272.64484322524146,272.9805118485471,44802900
2023-01-17,277.95635986328125,279.24968280767695,276.02128649453607,277.19614170801424,36269700
2023-01-18,274.3428955078125,281.06620922523393,274.13557701491726,279.5063040295997,47754500
2023-01-19,271.64764404296875,273.8492694984062,270.40370291315816,272.7040313778058,44150400
2023-01-20,279.081787109375,279.4174556676305,272.20050634232973,273.26677600184524,60613600
2023-01-23,285.2818908691406,286.5159799269051,279.1312102878841,279.9308975869852,52799900
2023-01-24,284.6993713378906,285.8643440419395,283.1296138544775,283.6528663489485,44875100
2023-01-25,284.0675354003906,284.68949090890396,277.6008913686254,280.157920000705,50872000
2023-01-26,289.60614013671875,289.7838417278303,284.84748555833045,287.5131299415112,51596300
2023-01-27,292.4889831542969,294.46352560695993,288.1647303623045,288.28319808880406,56441900
2023-01-30,286.5751953125,290.6328955399285,286.2000575715961,289.20134027357983,49405800
2023-01-31,290.8697814941406,290.96851462142246,286.5060604820158,286.61464583164155,46705100
2023-02-01,297.0896301269531,299.5676600789478,288.5793280093029,290.6624856796236,67562200
2023-02-02,307.752197265625,309.6872404921104,302.8257233372625,303.65502757718485,83070600
2023-02-03,302.28265380859375,308.4136289441637,300.66354489508257,301.0584473035641,76170800
2023-02-06,299.7256164550781,302.01609253735927,298.3730599282074,299.64664802736434,40802300
2023-02-07,305.9356384277344,307.07099440864704,298.47186973289666,299.5973433593859,67584000
2023-02-08,300.4957275390625,305.5604335687951,299.8046557829413,304.61266166173203,56720900
2023-02-09,297.8399353027344,305.0568845627888,296.37879337166993,304.9087999250624,49137800
2023-02-10,295.8852233886719,297.73141591602666,293.4663966297272,295.6680224955049,50050100
2023-02-13,300.62408447265625,301.2164532265065,296.11224779654265,297.2969853042431,39636700
2023-02-14,302.845458984375,303.8031133116749,297.07979844186303,299.0346063830159,64079100
2023-02-15,305.16552734375,305.33334657180876,300.32790459423427,301.0189763418078,43100600
2023-02-16,299.4393615722656,304.5040679646066,299.29127690886077,300.5056314070363,59498600
2023-02-17,297.32659912109375,298.08678710094426,294.305551650141,297.23774832831583,58230700
2023-02-21,290.2873229980469,294.92750926237886,290.14912070991954,293.4762195268642,46526700
2023-02-22,290.5045471191406,292.58767486419987,288.8360564008026,290.8698326381036,51389200
2023-02-23,293.04180908203125,294.3351317859959,288.826142289441,294.17716479776294,69294400
2023-02-24,288.13507080078125,289.24080959001697,286.3579647788332,288.04622001905216,74332000
2023-02-27,290.1985168457031,292.71604650940276,289.60614806332444,291.3141381912053,48995000
2023-02-28,289.8233337402344,292.3507456252628,289.2309649889345,289.56663358454165,48243100
2023-03-01,287.4933776855469,290.18860870572456,286.50610651235354,289.5271538919951,58287000
2023-03-02,289.8726501464844,290.6822196709207,284.6993592784601,284.98567633058957,53565900
2023-03-03,295.86541748046875,296.1023830494629,291.11664555530047,291.6300458471836,60511500
2023-03-06,296.2010803222656,300.1304303556434,296.0036441692432,297.10938303936723,56736300
2023-03-07,292.56787109375,297.1784397089079,291.9557679225087,296.2504026011812,65955800
2023-03-08,294.0290832519531,294.6313041548685,291.1265038370513,292.9924305299895,50876300
2023-03-09,288.9347839355469,297.14888729263146,288.1153319929654,294.53259459147677,71456700
2023-03-10,284.8770751953125,290.6032658807661,283.72198483463313,289.1025944663804,98593600
2023-03-13,286.9898986816406,290.72178301744884,281.5599064923936,283.080312741539,97123600
2023-03-14,293.5848083496094,294.13767776688604,289.7147224286729,290.56376113051795,73602500
2023-03-15,295.125,295.4606686236861,289.5074239398375,290.958713943817,83631500
2023-03-16,302.9046325683594,303.2699180411783,293.40708975857984,294.20677690964885,98198100
2023-03-17,301.47308349609375,305.21484933747826,299.50842368189626,302.81578783635433,89923700
2023-03-20,302.54302978515625,302.86932039195875,298.62739162467375,300.8521908347296,56359500
2023-03-21,306.8641357421875,307.31897521494966,302.9682619963882,304.49102218440635,49757000
2023-03-22,302.6912841796875,311.71902802728357,302.52320517085275,306.794795880659,75791900
2023-03-23,306.2806701660156,310.6313822865697,303.57136897075264,306.448779372097,74576000
2023-03-24,307.40789794921875,307.506753760828,303.51202541758687,305.8554754571399,57195200
2023-03-27,305.30181884765625,309.19769225606376,304.44156789784074,308.1100065016755,50287400
2023-03-28,303.68011474609375,304.7480351647768,301.35642975483375,304.7183723851338,48585900
2023-03-29,309.2174072265625,309.8403557928292,306.5772990589962,307.3980196124413,53274300
2023-03-30,312.1442565917969,312.7771028325454,309.30640651240753,311.7091823452247,58354800
2023-03-31,317.3354797363281,317.57281218329786,312.065190624999,312.37171611722005,62138100
2023-04-03,316.56414794921875,316.8311431216986,313.8647446773659,315.19959983670327,47126800
2023-04-04,315.4963073730469,318.02763202933033,314.2701753038248,317.00916961040195,45875400
2023-04-05,312.3815612792969,315.4863761169122,310.5522761108071,314.53713701585514,62795700
2023-04-06,314.4876708984375,314.98207065157186,309.31626879314285,310.7203471936152,46916500
2023-04-10,314.30975341796875,314.35921150805547,309.7415036668713,311.54112634935575,45134700
2023-04-11,312.29254150390625,314.329496292333,311.77837661286435,314.2701405589754,40113600
2023-04-12,309.5338439941406,314.85359082083176,309.06910696195615,314.2603050088858,62813300
2023-04-13,315.5951843261719,316.06978882576533,310.117226045799,311.303767470552,54613800
2023-04-14,315.0018615722656,316.77179093731377,312.07499334787383,314.03282720632654,56278300
2023-04-17,315.26885986328125,315.624843409575,312.50023306219174,314.58658572733975,43007000
2023-04-18,315.28863525390625,317.8199900661383,314.08232867513016,317.39478329203547,46746900
2023-04-19,315.1402893066406,316.20820969594365,312.7375136943591,312.86606246119806,38960100
2023-04-20,312.737548828125,315.6940500944949,311.44222371421756,312.1541606618115,62462100
2023-04-21,313.0638122558594,313.8449723526053,310.5819458952513,312.3716706736343,59002300
2023-04-24,312.41119384765625,314.181123111394,310.22592536773396,312.83637036291634,44043100
2023-04-25,306.51800537109375,311.4422386765025,306.41914954299364,310.7698621314088,57121600
2023-04-26,308.3769226074219,311.41254458403773,307.8528600329384,309.92934520239373,55400500
2023-04-27,316.761962890625,317.26623017505455,311.5213068225162,312.1640507132678,65430400
2023-04-28,318.9471740722656,319.0361624088986,315.38748972811305,316.52460315277887,59652500
2023-05-01,318.5813293457031,320.0052031113942,317.4936438058325,318.48244335557536,41013400
2023-05-02,315.8028564453125,318.83847879947973,314.0526616448025,318.5121579965019,56519400
2023-05-03,313.7362060546875,318.85818029189574,313.62742241681536,316.1686444084275,59882100
2023-05-04,312.6287841796875,314.66570895055446,311.5905264896751,313.508800136145,50224500
2023-05-05,319.2734680175781,320.133718708592,312.6682647761467,314.9029611832509,51776000
2023-05-08,320.0645446777344,320.4106305726067,317.7210944557635,318.8087800500326,36465800
2023-05-09,318.0375061035156,319.2636079060677,317.7210830009964,318.3934594620238,31768800
2023-05-10,321.4983825683594,322.3586335692108,317.9980228150354,320.4897874563748,60446600
2023-05-11,322.54644775390625,323.09027547399074,320.48972764817336,322.05204794445865,44278500
2023-05-12,321.3895263671875,323.50557195332794,319.32293886552145,323.0803652002291,48396200
2023-05-15,323.1298522949219,323.3671545592448,320.33153233310577,321.86418992558106,33375600
2023-05-16,323.49566650390625,325.216168075855,322.3684205252035,322.4079809566758,40019200
2023-05-17,327.4112854003906,327.9946734839219,323.3769967203335,324.5635380141075,47486100
2023-05-18,333.492431640625,333.7099687605767,327.78706878774716,327.80683391655396,64213500
2023-05-19,332.7409362792969,334.4218773585838,331.67301589879304,333.7099404968368,61462400
2023-05-22,333.85833740234375,334.87679986254875,332.4739937140274,332.48389136704355,43015900
2023-05-23,329.626220703125,333.28479129933174,329.2702673309202,332.12791266389706,48216700
2023-05-24,327.9353332519531,329.18123022163593,325.86874601186577,327.658470611553,62891200
2023-05-25,335.9150085449219,337.19056850557587,332.8991817703558,335.34151804192385,66862800
2023-05-26,344.49774169921875,345.3382273140913,336.8444431824902,336.94332916819866,63007000
2023-05-30,346.0600891113281,349.96582936085815,344.6263176448847,348.75949266190605,72652200
2023-05-31,344.0923767089844,346.673159458097,342.62897255580145,344.4681253999163,65105400
2023-06-01,348.06732177734375,349.4021769622146,342.77723841527404,343.8352611228412,50488600
2023-06-02,350.6777648925781,351.8445411543969,348.0673496936655,349.8372792147103,53293500
2023-06-05,350.92498779296875,353.49587290378673,349.8867602365665,350.46025075302947,47266200
2023-06-06,350.8656311035156,351.83466553242755,348.977020328991,350.3119057657853,41390400
2023-06-07,344.9130859375,353.120110600095,344.28023970505154,351.1524090396573,69225900
2023-06-08,349.194580078125,349.65931710696873,344.98231421270555,345.209718813015,47153900
2023-06-09,350.5294494628906,353.65405974210057,349.07591288008996,350.65799823580954,53155900
2023-06-12,356.4523620605469,356.55124805678616,351.2216338456827,352.20053580418204,44606500
2023-06-13,359.1913146972656,360.0317701285432,355.9974814608068,359.22097747512527,57097800
2023-06-14,361.8017578125,362.08851813795405,356.3831554636494,359.2012101067621,69525600
2023-06-15,366.11297607421875,367.6060430588566,359.90331534340896,360.5262337888885,71138800
2023-06-16,363.80902099609375,368.67392819056914,363.36407929206047,368.5453794174812,80875900
2023-06-20,363.2882385253906,364.69427337255814,360.307889446046,362.3476084345376,49204700
2023-06-21,358.33746337890625,362.575330004228,357.40671428770884,362.1396589310222,53378300
2023-06-22,362.5653991699219,362.7237975228085,356.67395947852305,357.0799270235502,47603000
2023-06-23,358.9710998535156,361.2880608489025,357.26803063248457,358.64433151093425,48873900
2023-06-26,354.1589660644531,361.2484861548008,354.06985565674347,358.43644693748314,52685500
2023-06-27,360.2484130859375,360.98114901035484,354.98080658570854,355.7135122929654,49428100
2023-06-28,360.9514465332031,362.91193591036495,358.33742040743994,358.4166498024294,46498000
2023-06-29,360.2286071777344,361.2979924464553,358.5750637848282,360.6543669527069,46151000
